age,annual_income,loan_amount,credit_history_years,existing_loans,credit_score,debt_to_income_ratio,employment_type,late_payments_last_year,defaulted
50,371835.0,401068.0,13,0,619.0,0.129,Business Owner,0,0
38,855603.0,403984.0,18,4,577.0,0.244,Business Owner,0,0
55,709338.0,553214.0,3,4,670.0,0.319,Business Owner,0,1
56,536450.0,536239.0,11,3,746.0,0.344,Salaried,0,0
27,233902.0,30375.0,3,1,736.0,0.187,Business Owner,0,1
25,451756.0,419438.0,10,4,595.0,0.466,Salaried,0,0
40,579344.0,203071.0,4,1,635.0,0.111,Salaried,0,0
40,771450.0,20000.0,3,4,702.0,0.211,Salaried,0,0
23,499357.0,361573.0,7,2,628.0,0.247,Salaried,1,1
43,824750.0,277632.0,20,2,561.0,0.137,Self-Employed,0,1
47,611976.0,250730.0,23,2,691.0,0.18,Self-Employed,0,0
56,417509.0,110742.0,10,1,646.0,0.128,Salaried,0,0
46,150000.0,150804.0,22,1,699.0,0.387,Salaried,1,0
59,323272.0,270382.0,23,0,744.0,0.1,Business Owner,2,1
40,253877.0,78779.0,18,1,635.0,0.195,Salaried,0,0
27,548668.0,285921.0,6,1,583.0,0.135,Business Owner,0,0
52,655361.0,318974.0,12,0,613.0,0.058,Salaried,4,0
48,888216.0,279073.0,12,3,738.0,0.173,Self-Employed,1,0
42,579802.0,346514.0,21,4,683.0,0.348,Salaried,1,0
48,327913.0,291522.0,8,0,738.0,0.107,Self-Employed,1,0
30,1100454.0,127899.0,20,2,647.0,0.087,Salaried,0,0
27,651584.0,147041.0,15,3,735.0,0.211,Salaried,0,0
35,525238.0,321539.0,24,4,636.0,0.378,Salaried,1,1
57,525628.0,445647.0,24,1,624.0,0.178,Salaried,2,0
56,286033.0,323732.0,15,0,675.0,0.136,Self-Employed,3,1
45,723532.0,226099.0,5,0,666.0,0.037,Salaried,0,0
32,666007.0,325994.0,21,1,656.0,0.119,Business Owner,0,1
63,933475.0,30594.0,9,4,680.0,0.175,Salaried,2,0
63,826598.0,152205.0,12,4,753.0,0.216,Salaried,1,0
29,775379.0,244369.0,7,0,621.0,0.038,Self-Employed,1,0
51,861350.0,291208.0,3,1,534.0,0.087,Salaried,0,1
44,522161.0,252027.0,2,4,709.0,0.364,Self-Employed,0,1
59,487273.0,260063.0,2,3,828.0,0.31,Business Owner,0,0
35,574167.0,122943.0,0,3,761.0,0.235,Salaried,1,0
42,311156.0,214665.0,21,3,579.0,0.468,Business Owner,0,1
49,554022.0,337457.0,24,1,712.0,0.145,Self-Employed,0,0
49,513225.0,24872.0,18,0,766.0,0.006,Self-Employed,2,0
47,733092.0,120547.0,8,1,749.0,0.074,Salaried,0,0
32,582948.0,248036.0,16,2,824.0,0.188,Business Owner,0,0
43,166520.0,521647.0,17,2,745.0,0.856,Business Owner,2,1
61,593283.0,401144.0,22,2,450.0,0.216,Salaried,0,0
35,898345.0,533898.0,19,1,723.0,0.116,Self-Employed,0,0
31,183184.0,500672.0,5,3,614.0,0.983,Salaried,1,1
43,420108.0,232928.0,16,3,601.0,0.352,Business Owner,0,0
41,591094.0,289571.0,20,3,537.0,0.262,Self-Employed,2,1
37,295757.0,124334.0,6,3,572.0,0.456,Salaried,0,0
64,466876.0,475676.0,13,1,646.0,0.208,Business Owner,2,0
60,600216.0,409009.0,16,0,765.0,0.082,Self-Employed,0,0
25,297819.0,388489.0,4,4,768.0,0.694,Self-Employed,2,1
41,653014.0,399154.0,23,1,730.0,0.135,Salaried,0,0
49,678521.0,368927.0,8,3,776.0,0.242,Business Owner,0,0
41,309651.0,331267.0,11,3,644.0,0.516,Self-Employed,0,1
63,594808.0,341323.0,15,3,608.0,0.271,Self-Employed,0,1
32,826644.0,481190.0,22,0,831.0,0.07,Salaried,2,0
61,550601.0,182285.0,6,0,714.0,0.04,Self-Employed,1,0
32,685336.0,143856.0,21,3,647.0,0.2,Salaried,0,1
59,731194.0,300654.0,6,0,737.0,0.049,Salaried,1,0
62,538207.0,473647.0,19,3,616.0,0.329,Salaried,2,1
32,806265.0,336107.0,21,1,804.0,0.1,Business Owner,0,1
34,674955.0,269552.0,17,4,570.0,0.285,Self-Employed,0,0
25,372434.0,424894.0,9,1,632.0,0.244,Salaried,0,0
59,705606.0,317004.0,23,4,661.0,0.281,Business Owner,0,0
28,781209.0,20000.0,23,0,660.0,0.003,Self-Employed,1,0
47,768235.0,149882.0,12,1,574.0,0.075,Self-Employed,0,0
35,449726.0,20000.0,7,1,746.0,0.094,Salaried,0,0
64,692762.0,267444.0,22,4,727.0,0.277,Business Owner,2,0
49,893842.0,233582.0,1,4,681.0,0.21,Salaried,0,0
28,642871.0,366130.0,2,0,723.0,0.068,Business Owner,0,0
54,852943.0,616174.0,16,3,639.0,0.227,Salaried,0,1
62,878751.0,211412.0,17,0,755.0,0.029,Self-Employed,0,0
45,584816.0,301734.0,18,0,630.0,0.062,Salaried,0,0
54,738377.0,243590.0,2,2,590.0,0.148,Self-Employed,0,0
52,529337.0,20000.0,8,0,662.0,0.005,Business Owner,1,1
45,828439.0,186849.0,9,0,661.0,0.027,Salaried,1,0
56,573656.0,193182.0,3,1,706.0,0.11,Self-Employed,0,0
52,472807.0,341721.0,14,2,732.0,0.256,Salaried,1,1
28,588296.0,175468.0,23,0,815.0,0.036,Business Owner,0,0
52,578107.0,107882.0,17,1,569.0,0.092,Salaried,1,0
45,678279.0,388775.0,13,0,548.0,0.069,Salaried,0,1
40,696721.0,291064.0,17,3,701.0,0.222,Salaried,0,0
47,338229.0,167144.0,24,3,784.0,0.414,Salaried,1,0
48,451290.0,187648.0,4,2,762.0,0.227,Salaried,1,0
26,673938.0,255987.0,23,1,670.0,0.105,Salaried,0,1
31,700763.0,423238.0,2,1,659.0,0.13,Salaried,0,0
55,613995.0,513321.0,24,2,655.0,0.231,Salaried,0,0
21,1174791.0,105646.0,3,3,823.0,0.113,Business Owner,1,0
26,841848.0,475131.0,22,0,663.0,0.068,Salaried,1,0
50,579245.0,309137.0,15,4,706.0,0.34,Business Owner,1,1
29,756596.0,354938.0,24,0,580.0,0.056,Self-Employed,1,1
41,891009.0,446153.0,4,1,754.0,0.105,Salaried,0,0
55,677363.0,157019.0,17,3,669.0,0.205,Self-Employed,2,1
60,213248.0,429389.0,22,0,659.0,0.242,Business Owner,0,1
57,618998.0,106024.0,16,4,656.0,0.279,Salaried,1,1
32,609082.0,231440.0,16,0,670.0,0.046,Business Owner,0,0
35,1067448.0,174139.0,3,0,900.0,0.02,Salaried,3,0
56,194242.0,553105.0,7,4,730.0,1.165,Self-Employed,2,1
55,939052.0,546207.0,17,3,734.0,0.198,Business Owner,1,0
64,564819.0,414496.0,15,3,620.0,0.301,Self-Employed,1,1
53,804349.0,378303.0,1,0,567.0,0.056,Self-Employed,0,0
60,535491.0,222092.0,1,0,507.0,0.05,Self-Employed,0,1
38,638626.0,561510.0,1,3,634.0,0.293,Business Owner,0,1
63,849272.0,510230.0,15,1,695.0,0.119,Salaried,1,1
35,619118.0,436052.0,16,3,700.0,0.278,Salaried,0,0
27,832736.0,285146.0,3,3,564.0,0.185,Salaried,1,1
45,583229.0,249896.0,7,1,734.0,0.12,Salaried,2,0
28,511056.0,289497.0,15,0,636.0,0.068,Salaried,0,0
22,553260.0,500559.0,22,2,773.0,0.253,Salaried,0,1
31,490916.0,161292.0,6,2,661.0,0.202,Salaried,1,1
37,575309.0,320040.0,5,0,685.0,0.067,Business Owner,1,0
36,901604.0,546489.0,13,0,622.0,0.073,Self-Employed,0,0
21,344681.0,434792.0,6,4,626.0,0.616,Self-Employed,1,1
26,236963.0,562908.0,17,1,685.0,0.454,Self-Employed,0,0
26,598386.0,365237.0,6,4,728.0,0.341,Salaried,0,1
27,973257.0,367585.0,5,2,740.0,0.128,Salaried,1,1
54,833106.0,509936.0,23,4,625.0,0.266,Salaried,1,0
21,894005.0,401324.0,1,2,582.0,0.143,Salaried,0,0
35,878317.0,355447.0,10,1,716.0,0.094,Salaried,2,0
62,442966.0,228457.0,3,4,785.0,0.423,Self-Employed,1,0
37,629657.0,83789.0,1,1,642.0,0.079,Business Owner,1,0
36,150000.0,526845.0,20,2,648.0,0.955,Self-Employed,0,1
53,469855.0,243027.0,6,3,646.0,0.317,Salaried,0,0
48,737731.0,194313.0,23,4,709.0,0.248,Business Owner,0,0
31,261733.0,434589.0,15,1,759.0,0.352,Salaried,0,0
40,151059.0,173579.0,14,2,607.0,0.667,Salaried,1,1
42,318825.0,104709.0,10,4,717.0,0.541,Salaried,1,0
53,653018.0,221217.0,2,2,798.0,0.163,Business Owner,1,0
39,862094.0,296876.0,19,0,730.0,0.041,Salaried,1,0
56,1174715.0,346806.0,14,1,621.0,0.069,Salaried,0,0
39,920765.0,382572.0,20,3,566.0,0.18,Salaried,2,0
37,272866.0,450725.0,8,1,686.0,0.345,Business Owner,0,0
35,150000.0,289308.0,12,2,792.0,0.765,Business Owner,0,1
44,640097.0,361103.0,4,4,747.0,0.318,Business Owner,0,1
41,840620.0,290265.0,9,4,799.0,0.232,Salaried,0,0
25,251948.0,211866.0,18,2,654.0,0.418,Salaried,0,1
38,493425.0,366828.0,3,0,688.0,0.089,Salaried,1,0
33,509878.0,359598.0,21,0,619.0,0.085,Salaried,0,0
42,616849.0,582430.0,21,0,728.0,0.113,Business Owner,1,0
30,570298.0,396179.0,13,0,668.0,0.083,Business Owner,1,0
59,723947.0,203661.0,23,1,621.0,0.089,Business Owner,1,0
34,843520.0,395897.0,14,3,653.0,0.199,Business Owner,0,1
43,627076.0,270120.0,2,0,729.0,0.052,Salaried,1,0
35,776805.0,541570.0,23,2,755.0,0.187,Salaried,1,0
46,1050637.0,54291.0,18,1,747.0,0.044,Salaried,0,0
46,387663.0,209141.0,0,2,871.0,0.271,Self-Employed,0,0
37,382359.0,209509.0,11,2,745.0,0.275,Self-Employed,0,0
35,725276.0,325300.0,21,3,611.0,0.219,Business Owner,0,0
51,1021145.0,288240.0,22,3,772.0,0.151,Self-Employed,1,0
35,650741.0,71683.0,23,0,617.0,0.013,Business Owner,0,0
41,854831.0,31141.0,24,2,597.0,0.098,Business Owner,2,1
57,546928.0,334575.0,21,0,743.0,0.073,Salaried,0,0
22,816608.0,524896.0,16,4,639.0,0.273,Business Owner,1,0
21,477593.0,523085.0,13,1,686.0,0.215,Self-Employed,2,1
41,764263.0,248402.0,1,1,645.0,0.091,Salaried,0,1
21,703245.0,375793.0,22,1,671.0,0.121,Business Owner,3,0
45,703498.0,179289.0,13,3,547.0,0.201,Self-Employed,1,0
23,920019.0,93539.0,12,3,758.0,0.143,Self-Employed,2,0
30,852550.0,489416.0,14,3,784.0,0.21,Self-Employed,1,0
59,486380.0,408029.0,9,4,667.0,0.43,Self-Employed,0,1
43,813388.0,258408.0,0,4,786.0,0.235,Self-Employed,1,0
48,245314.0,252589.0,12,2,756.0,0.45,Salaried,0,0
29,837250.0,443813.0,1,4,783.0,0.255,Salaried,0,1
53,1225121.0,355567.0,1,3,805.0,0.133,Self-Employed,2,0
28,737465.0,258279.0,1,3,589.0,0.205,Salaried,0,0
63,733028.0,349845.0,0,3,752.0,0.221,Salaried,0,0
24,635806.0,306704.0,8,1,676.0,0.121,Business Owner,1,0
30,805508.0,247824.0,12,1,748.0,0.087,Salaried,0,0
61,523803.0,202084.0,19,2,666.0,0.199,Salaried,1,0
61,771300.0,445128.0,14,2,853.0,0.173,Salaried,1,0
30,564479.0,238433.0,22,3,821.0,0.263,Salaried,1,0
31,531433.0,133878.0,1,4,687.0,0.331,Salaried,0,1
63,652588.0,575784.0,14,2,724.0,0.228,Business Owner,0,0
43,612527.0,492885.0,19,4,706.0,0.358,Self-Employed,0,0
51,244245.0,385869.0,23,2,709.0,0.517,Business Owner,1,1
50,1083283.0,298780.0,3,4,763.0,0.181,Salaried,0,0
47,657539.0,337475.0,22,1,611.0,0.122,Self-Employed,1,0
56,253897.0,94086.0,5,2,575.0,0.36,Salaried,3,0
28,864209.0,305565.0,2,1,778.0,0.089,Salaried,1,0
31,620985.0,348812.0,11,0,716.0,0.067,Salaried,2,1
27,672330.0,278592.0,2,1,652.0,0.109,Salaried,0,0
41,782967.0,372376.0,19,1,634.0,0.108,Self-Employed,0,0
21,430531.0,194751.0,7,4,570.0,0.426,Salaried,3,1
23,150000.0,334595.0,12,2,666.0,0.801,Self-Employed,1,1
34,605548.0,75960.0,22,1,550.0,0.081,Salaried,1,1
33,680809.0,303543.0,22,1,699.0,0.112,Salaried,0,0
57,848157.0,216481.0,20,0,710.0,0.031,Salaried,0,0
64,461047.0,111059.0,18,3,634.0,0.289,Salaried,2,0
34,568887.0,248080.0,9,0,768.0,0.052,Self-Employed,0,0
60,715424.0,309695.0,14,1,748.0,0.108,Business Owner,2,1
57,557984.0,218651.0,12,1,703.0,0.119,Salaried,0,0
46,572698.0,443129.0,21,2,627.0,0.233,Business Owner,0,0
44,683653.0,203375.0,1,2,634.0,0.153,Salaried,0,0
55,408445.0,444153.0,8,2,610.0,0.326,Business Owner,0,0
25,976055.0,413414.0,18,0,529.0,0.051,Salaried,0,0
60,424607.0,216784.0,14,4,686.0,0.438,Business Owner,0,0
29,635415.0,516955.0,16,4,743.0,0.349,Business Owner,0,0
35,554923.0,105081.0,16,2,563.0,0.167,Salaried,0,1
58,471599.0,384159.0,18,3,713.0,0.352,Salaried,2,1
64,745025.0,315189.0,2,3,664.0,0.212,Self-Employed,0,0
25,849670.0,417893.0,17,1,693.0,0.106,Salaried,1,0
40,947447.0,74542.0,6,4,741.0,0.178,Business Owner,2,0
61,755128.0,129658.0,0,3,757.0,0.18,Salaried,0,0
27,528384.0,182342.0,24,3,628.0,0.269,Salaried,1,0
42,816718.0,307234.0,18,4,743.0,0.241,Business Owner,1,0
44,309030.0,316472.0,7,3,649.0,0.511,Salaried,0,1
21,637472.0,306449.0,5,2,477.0,0.183,Self-Employed,0,1
47,741471.0,265277.0,22,4,845.0,0.259,Salaried,0,0
40,750457.0,199382.0,13,1,685.0,0.085,Salaried,0,0
51,372621.0,101657.0,1,2,656.0,0.247,Salaried,0,0
57,296158.0,239796.0,3,2,790.0,0.367,Salaried,0,0
50,990865.0,380523.0,6,1,718.0,0.086,Salaried,0,0
61,512418.0,452004.0,24,4,636.0,0.418,Salaried,0,1
22,262202.0,228064.0,5,1,698.0,0.257,Salaried,1,0
57,351550.0,460010.0,12,0,708.0,0.157,Self-Employed,0,0
49,626812.0,103222.0,0,0,665.0,0.02,Salaried,1,0
62,883078.0,416308.0,12,0,490.0,0.057,Self-Employed,0,0
61,622484.0,142322.0,18,0,693.0,0.027,Self-Employed,1,0
47,886819.0,337851.0,15,1,605.0,0.091,Salaried,3,0
50,672130.0,161431.0,5,4,597.0,0.267,Salaried,2,1
45,725767.0,159327.0,20,3,685.0,0.192,Self-Employed,1,0
63,838195.0,221682.0,14,4,854.0,0.223,Salaried,0,0
28,538560.0,510443.0,23,3,585.0,0.337,Salaried,2,1
43,686113.0,203917.0,2,4,706.0,0.269,Self-Employed,0,0
58,535310.0,393054.0,1,3,562.0,0.312,Business Owner,1,1
56,480181.0,324517.0,14,1,551.0,0.164,Self-Employed,0,1
38,764425.0,346101.0,6,2,651.0,0.159,Business Owner,0,0
27,439074.0,347655.0,12,0,755.0,0.095,Salaried,3,0
35,637044.0,394043.0,7,2,703.0,0.2,Self-Employed,1,0
60,445077.0,125415.0,11,3,703.0,0.303,Salaried,2,0
34,599180.0,308212.0,12,4,779.0,0.329,Salaried,0,0
40,502414.0,353016.0,19,2,720.0,0.244,Self-Employed,1,0
28,858805.0,216254.0,19,0,633.0,0.03,Salaried,3,1
59,635126.0,354146.0,8,2,604.0,0.193,Business Owner,0,0
41,634191.0,152115.0,22,2,656.0,0.155,Self-Employed,0,0
35,979349.0,408288.0,17,2,709.0,0.132,Self-Employed,2,0
24,150000.0,198939.0,22,4,654.0,1.226,Self-Employed,0,1
48,369554.0,260859.0,20,2,661.0,0.301,Self-Employed,0,0
40,150000.0,418032.0,3,4,635.0,1.401,Salaried,1,1
58,611953.0,460367.0,6,3,616.0,0.286,Self-Employed,0,0
62,709362.0,218638.0,19,2,584.0,0.15,Salaried,1,1
52,754023.0,208318.0,7,2,616.0,0.139,Business Owner,0,0
26,670961.0,446918.0,12,1,824.0,0.14,Salaried,0,0
48,419600.0,20000.0,15,2,767.0,0.196,Salaried,0,1
59,996657.0,498208.0,7,4,792.0,0.221,Self-Employed,0,0
63,677681.0,491406.0,4,2,690.0,0.205,Salaried,0,0
35,552768.0,145490.0,1,2,671.0,0.176,Business Owner,0,0
24,363087.0,476519.0,0,0,746.0,0.157,Salaried,3,0
30,701852.0,354969.0,18,4,650.0,0.289,Salaried,2,0
25,500892.0,368974.0,15,1,772.0,0.168,Self-Employed,1,0
48,509613.0,20000.0,6,0,691.0,0.005,Salaried,0,0
45,653768.0,229596.0,17,1,744.0,0.103,Salaried,0,0
41,655844.0,273354.0,1,3,618.0,0.233,Business Owner,0,0
63,427000.0,241488.0,2,1,827.0,0.162,Salaried,1,0
28,883056.0,244655.0,21,1,697.0,0.079,Salaried,2,0
51,386571.0,259554.0,14,3,734.0,0.391,Salaried,1,0
63,361058.0,20000.0,11,3,621.0,0.339,Salaried,1,1
34,674246.0,272091.0,11,4,625.0,0.286,Salaried,1,1
44,634280.0,199648.0,20,1,737.0,0.101,Salaried,0,0
25,621392.0,288356.0,12,1,549.0,0.12,Self-Employed,0,1
36,515216.0,228400.0,1,4,781.0,0.364,Self-Employed,0,1
40,614871.0,300720.0,23,3,633.0,0.254,Salaried,0,0
53,481474.0,342718.0,20,1,758.0,0.168,Business Owner,0,0
42,242467.0,561653.0,1,2,628.0,0.608,Salaried,2,1
55,766802.0,180211.0,5,2,677.0,0.133,Business Owner,1,0
41,381976.0,548899.0,4,1,688.0,0.277,Salaried,1,1
29,554409.0,265448.0,17,2,754.0,0.202,Business Owner,1,1
48,765487.0,169728.0,2,0,612.0,0.027,Salaried,0,0
27,609846.0,88287.0,18,2,725.0,0.149,Salaried,2,0
33,1207731.0,427653.0,15,1,704.0,0.076,Salaried,1,0
59,296440.0,78228.0,23,3,743.0,0.436,Self-Employed,1,0
59,439575.0,434577.0,21,4,613.0,0.483,Business Owner,0,1
56,623492.0,351542.0,13,4,681.0,0.324,Salaried,0,0
33,902377.0,217219.0,13,4,622.0,0.206,Self-Employed,0,0
50,549109.0,202759.0,1,2,650.0,0.19,Salaried,1,1
25,288722.0,371836.0,0,4,767.0,0.709,Self-Employed,0,1
54,855078.0,323197.0,12,1,776.0,0.092,Salaried,0,0
36,400635.0,409485.0,12,3,606.0,0.422,Salaried,1,1
28,559644.0,300277.0,23,4,668.0,0.35,Business Owner,0,0
62,797068.0,225140.0,2,3,675.0,0.184,Self-Employed,0,0
42,455718.0,379330.0,0,4,604.0,0.451,Salaried,0,1
28,503464.0,124515.0,2,0,649.0,0.03,Business Owner,1,1
50,710019.0,424622.0,20,3,594.0,0.241,Salaried,0,0
33,557765.0,308267.0,7,0,725.0,0.066,Salaried,0,0
50,665498.0,136128.0,15,4,604.0,0.265,Salaried,0,0
61,394092.0,150837.0,21,4,794.0,0.452,Salaried,1,1
36,576001.0,252492.0,3,3,523.0,0.261,Self-Employed,2,0
36,361848.0,32898.0,17,0,726.0,0.011,Self-Employed,0,0
29,259239.0,504882.0,22,1,729.0,0.388,Business Owner,0,0
58,988024.0,442398.0,24,0,628.0,0.054,Salaried,2,1
36,701588.0,139219.0,8,3,544.0,0.195,Salaried,0,0
22,803180.0,283447.0,12,4,694.0,0.242,Salaried,0,0
39,388491.0,549633.0,20,3,582.0,0.479,Self-Employed,0,1
60,595019.0,359431.0,4,2,767.0,0.207,Salaried,0,0
25,556045.0,150652.0,3,3,689.0,0.248,Salaried,4,1
31,288601.0,20000.0,9,0,678.0,0.008,Self-Employed,2,1
62,721337.0,58503.0,8,1,688.0,0.065,Self-Employed,1,0
28,442256.0,475706.0,2,1,740.0,0.22,Self-Employed,0,0
25,556436.0,346729.0,7,2,678.0,0.219,Business Owner,0,0
53,267252.0,106929.0,10,1,723.0,0.198,Business Owner,0,0
24,819435.0,404477.0,19,4,709.0,0.254,Salaried,0,0
64,767991.0,246441.0,15,2,638.0,0.143,Self-Employed,1,0
58,687278.0,201431.0,7,4,768.0,0.268,Salaried,0,1
63,400896.0,222950.0,16,0,807.0,0.067,Self-Employed,0,0
51,482374.0,231376.0,18,3,768.0,0.306,Salaried,1,1
54,869737.0,547066.0,24,2,689.0,0.167,Business Owner,0,0
26,540034.0,160181.0,13,3,734.0,0.258,Business Owner,0,1
61,659633.0,240486.0,9,1,594.0,0.104,Self-Employed,0,0
61,631868.0,497347.0,7,4,613.0,0.348,Salaried,0,1
64,354810.0,522777.0,2,0,609.0,0.177,Salaried,0,0
48,936230.0,154815.0,11,3,632.0,0.148,Salaried,0,0
45,164442.0,606062.0,21,2,746.0,0.929,Self-Employed,0,1
29,650164.0,463399.0,24,4,613.0,0.332,Salaried,2,0
27,581621.0,80071.0,4,2,628.0,0.154,Business Owner,1,0
48,244960.0,567891.0,11,0,558.0,0.278,Salaried,2,1
58,673936.0,80935.0,8,1,623.0,0.074,Salaried,1,0
52,715325.0,401117.0,1,0,545.0,0.067,Business Owner,1,0
38,612258.0,129341.0,3,1,750.0,0.091,Salaried,3,0
48,418787.0,35983.0,2,2,666.0,0.201,Self-Employed,0,1
34,699890.0,426504.0,17,1,752.0,0.13,Salaried,0,0
22,846136.0,362849.0,11,4,787.0,0.241,Salaried,0,0
43,649558.0,287923.0,22,4,716.0,0.3,Self-Employed,0,1
62,980173.0,328639.0,0,4,705.0,0.203,Business Owner,2,0
22,789942.0,284981.0,5,4,689.0,0.246,Salaried,0,1
32,770248.0,261752.0,18,3,644.0,0.197,Self-Employed,1,1
21,906868.0,141377.0,14,1,505.0,0.063,Self-Employed,0,1
38,455513.0,386910.0,10,0,693.0,0.102,Salaried,0,0
32,486367.0,303484.0,0,3,623.0,0.322,Salaried,1,0
28,714488.0,263935.0,16,1,599.0,0.1,Salaried,0,1
47,715347.0,215734.0,17,4,632.0,0.26,Salaried,1,0
58,933158.0,258453.0,5,2,676.0,0.119,Salaried,0,1
53,853202.0,74602.0,3,3,733.0,0.151,Self-Employed,1,0
59,639895.0,254207.0,13,3,599.0,0.235,Salaried,1,0
63,649556.0,153763.0,7,3,578.0,0.213,Business Owner,1,1
56,541081.0,491190.0,24,0,764.0,0.109,Salaried,0,0
56,521641.0,158577.0,13,0,722.0,0.036,Salaried,0,0
24,502760.0,233193.0,10,0,742.0,0.056,Business Owner,1,0
62,801259.0,302538.0,11,4,656.0,0.245,Self-Employed,1,1
24,499016.0,418464.0,0,4,568.0,0.421,Business Owner,1,1
48,524777.0,368750.0,19,0,784.0,0.084,Salaried,0,0
64,638129.0,302514.0,21,1,777.0,0.12,Salaried,0,0
53,490606.0,621509.0,0,4,630.0,0.478,Salaried,0,1
53,553374.0,297736.0,13,4,711.0,0.354,Business Owner,0,1
46,150000.0,348240.0,5,1,765.0,0.545,Salaried,1,1
33,686716.0,706721.0,24,3,876.0,0.298,Salaried,1,0
24,537730.0,167801.0,4,1,775.0,0.112,Business Owner,0,0
49,647641.0,443521.0,2,2,723.0,0.206,Salaried,0,0
23,687054.0,366237.0,9,2,662.0,0.18,Salaried,0,0
44,198515.0,104301.0,20,3,643.0,0.668,Salaried,0,0
54,1136262.0,207506.0,21,1,675.0,0.057,Salaried,0,1
28,644345.0,424229.0,20,0,627.0,0.079,Self-Employed,0,0
29,650551.0,84344.0,24,0,730.0,0.016,Salaried,1,0
60,220599.0,272595.0,15,1,691.0,0.33,Salaried,0,0
55,752258.0,439014.0,24,0,661.0,0.07,Self-Employed,1,0
52,708107.0,264823.0,23,3,600.0,0.214,Salaried,1,0
41,540256.0,339925.0,4,4,689.0,0.372,Business Owner,0,0
62,675920.0,200681.0,21,0,654.0,0.036,Salaried,0,0
21,905598.0,207223.0,5,1,712.0,0.072,Salaried,0,0
32,551624.0,208605.0,22,4,605.0,0.335,Business Owner,3,0
45,428111.0,247816.0,7,0,735.0,0.069,Salaried,0,1
22,921314.0,394138.0,24,4,672.0,0.225,Salaried,1,1
40,688077.0,311457.0,14,1,833.0,0.112,Salaried,2,0
44,591640.0,593482.0,11,0,620.0,0.12,Business Owner,0,0
24,1137576.0,382094.0,20,2,838.0,0.111,Business Owner,1,0
28,666982.0,341407.0,8,1,900.0,0.121,Self-Employed,0,0
32,594025.0,634574.0,12,0,680.0,0.128,Salaried,1,1
63,690914.0,283741.0,18,2,845.0,0.165,Salaried,2,0
34,544038.0,179924.0,0,3,774.0,0.26,Business Owner,1,0
49,679395.0,322839.0,23,3,587.0,0.234,Salaried,1,0
36,664950.0,137806.0,17,2,640.0,0.145,Salaried,1,0
33,487523.0,376898.0,6,3,765.0,0.339,Salaried,1,0
52,574444.0,503188.0,15,4,710.0,0.384,Self-Employed,1,1
57,699374.0,394989.0,6,4,755.0,0.297,Salaried,0,0
28,714986.0,239158.0,9,1,720.0,0.096,Business Owner,0,0
28,758623.0,278513.0,5,1,802.0,0.097,Self-Employed,0,0
40,802827.0,371985.0,13,0,667.0,0.056,Salaried,0,0
42,684586.0,475702.0,11,0,602.0,0.083,Self-Employed,1,0
47,743190.0,240530.0,5,2,633.0,0.146,Salaried,1,1
50,545399.0,238230.0,4,3,684.0,0.272,Salaried,1,0
62,572219.0,461912.0,7,4,614.0,0.376,Salaried,0,0
60,856694.0,332730.0,11,1,684.0,0.093,Self-Employed,0,0
26,193194.0,351478.0,14,0,669.0,0.218,Business Owner,0,1
30,708618.0,372164.0,15,1,661.0,0.119,Salaried,1,1
24,1321998.0,185092.0,9,3,682.0,0.108,Salaried,1,0
62,218450.0,278244.0,8,2,655.0,0.519,Self-Employed,0,1
29,954956.0,458450.0,8,2,764.0,0.141,Salaried,2,0
49,237393.0,276970.0,20,1,694.0,0.309,Salaried,3,0
30,702309.0,270905.0,3,3,747.0,0.217,Salaried,1,0
29,978610.0,344989.0,4,1,571.0,0.083,Business Owner,0,0
28,947156.0,358458.0,21,1,688.0,0.088,Salaried,2,0
63,419353.0,678972.0,8,3,648.0,0.48,Business Owner,0,0
24,331740.0,180092.0,12,4,530.0,0.547,Business Owner,0,1
59,300470.0,321559.0,16,1,848.0,0.262,Salaried,0,0
30,773484.0,600953.0,21,2,581.0,0.197,Self-Employed,1,0
22,528939.0,305834.0,0,2,751.0,0.221,Salaried,0,0
30,615432.0,357285.0,14,1,745.0,0.135,Self-Employed,0,0
36,670347.0,84259.0,8,3,778.0,0.194,Business Owner,0,0
42,703138.0,445807.0,1,1,651.0,0.133,Business Owner,2,0
46,730110.0,430645.0,16,3,482.0,0.235,Self-Employed,0,1
49,639052.0,423089.0,0,3,736.0,0.267,Salaried,1,0
45,258175.0,273977.0,15,3,678.0,0.592,Salaried,1,0
37,931312.0,356070.0,4,1,738.0,0.089,Self-Employed,2,0
34,150000.0,290972.0,17,2,674.0,0.766,Salaried,0,1
28,882361.0,427656.0,9,1,789.0,0.103,Salaried,1,0
38,477565.0,299057.0,18,2,728.0,0.243,Salaried,0,1
25,566495.0,418163.0,4,4,658.0,0.371,Salaried,1,1
40,494783.0,102065.0,21,0,878.0,0.025,Salaried,0,0
32,528155.0,252149.0,8,1,639.0,0.133,Self-Employed,0,0
48,604493.0,20000.0,12,0,513.0,0.004,Self-Employed,0,1
28,547506.0,279053.0,22,3,696.0,0.28,Self-Employed,0,0
46,367375.0,415955.0,14,0,725.0,0.136,Salaried,1,0
42,795634.0,262661.0,0,0,732.0,0.04,Salaried,0,0
40,481085.0,651175.0,17,1,644.0,0.246,Salaried,1,0
59,903990.0,153236.0,1,0,686.0,0.02,Salaried,0,0
39,574811.0,250699.0,21,2,620.0,0.192,Salaried,0,0
